[01. 树最适合用来表示( )的数据。<br>A. 有序<br>B. 无序<br>C. 任意元素之间具有多种联系<br>D. 元素之间具有分支层次关系]::(D)	树是一种<strong>分层结构</strong>，特别适合组织具有分支层次关系的数据	131
[02. 一棵有n个结点的树的所有结点的度数之和为( )。<br>A. n-1<br>B. n<br>C. n+1<br>D. 2n]::(A)	树中所有结点的<strong>度数之和等于总结点数减1</strong>（n-1），因为每条边对应一个度，树有n-1条边	131
[03. 树的路径长度是从树根到每个结点的路径长度的( )。<br>A. 总和<br>B. 最小值<br>C. 最大值<br>D. 平均值]::(A)	树的路径长度定义为从根到<strong>所有结点</strong>的路径长度之和	131
[04. 对于一棵具有n个结点，度为4的树来说，( )。<br>A. 树的高度至多是n-3<br>B. 树的高度至多是n-4<br>C. 第i层上至多有4个结点<br>D. 至少在某一层上正好有4个结点]::(A)	高度最大时结构类似<strong>链状</strong>：除末层外每层仅1结点，高度为n-3	131
[05. 度为4、高度为h的树，( )。<br>A. 至少有h+3个结点<br>B. 至多有4h-1个结点<br>C. 至多有4h个结点]::(A)	最小结点数发生在树<strong>尽可能"瘦高"</strong>时：根+每层1结点+度为4需额外结点	131
[06. 假定一棵度为3的树中，结点数为50，则其最小高度为( )。<br>A. 3<br>B. 4<br>C. 5<br>D. 6]::(C)	最小高度对应<strong>完全三叉树</strong>：第1-4层共40结点，第5层10结点	131
[07. 设有一棵度为3的树，其中度为3的结点数<anki-mathjax>n_3=2</anki-mathjax>，度为2的结点数<anki-mathjax>n_2=1</anki-mathjax>，叶结点数<anki-mathjax>n_0=6</anki-mathjax>，则该树的结点总数为( )。<br>A. 12<br>B. 9<br>C. 10<br>D. <anki-mathjax>\geqslant 9</anki-mathjax>的任意整数]::(D)	设度为1结点<anki-mathjax>n_1</anki-mathjax>，则总结点<anki-mathjax>n = n_1 + 9</anki-mathjax>，总度<anki-mathjax>n_1+8</anki-mathjax>，方程恒等无唯一解	131
[08. 设一棵m叉树中有<anki-mathjax>N_1</anki-mathjax>个度数为1的结点，<anki-mathjax>N_2</anki-mathjax>个度数为2的结点<anki-mathjax>\cdots\cdots N_m</anki-mathjax>个度数为m的结点，则该树中共有( )个叶结点。<br>A. <anki-mathjax>\sum_{i=1}^{m}(i-1)N_i</anki-mathjax><br>B. <anki-mathjax>\sum_{i=1}^{m}N_i</anki-mathjax><br>C. <anki-mathjax>\sum_{i=2}^{m}(i-1)N_i</anki-mathjax><br>D. <anki-mathjax>\sum_{i=2}^{m}(i-1)N_i+1</anki-mathjax>]::(D)	由<strong>总结点数=总度数+1</strong>推导：<anki-mathjax>N_0=1+\sum_{i=2}^m(i-1)N_i</anki-mathjax>	131
[09. 【2010统考真题】在一棵度为4的树T中，若有20个度为4的结点，10个度为3的结点，1个度为2的结点，10个度为1的结点，则树T的叶结点个数是( )。<br>A. 41<br>B. 82<br>C. 113<br>D. 122]::(B)	总结点数<anki-mathjax>n=122</anki-mathjax>，非叶结点数41，故叶结点<anki-mathjax>n_0=122-41=82</anki-mathjax>	131
[10. 【2016统考真题】若森林F有15条边、25个结点，则F包含树的个数是( )。<br>A. 8<br>B. 9<br>C. 10<br>D. 11]::(C)	每棵树满足<strong>结点数=边数+1</strong>，设树数<anki-mathjax>k</anki-mathjax>，则<anki-mathjax>25 = 15 + k \to k=10</anki-mathjax>	131
01. 含有n个结点的三叉树的最小高度是多少？	最小高度对应<strong>完全三叉树</strong>：满足<anki-mathjax>\frac{3^{h-1}-1}{2} < n \leq \frac{3^h-1}{2}</anki-mathjax>，解得<anki-mathjax>h_{\min} = \lceil \log_3(2n+1) \rceil</anki-mathjax>	131
02. 已知一棵度为4的树中，度为0,1,2,3的结点数分别为14,4,3,2，求该树的结点总数n和度为4的结点个数。	设度为4结点数<anki-mathjax>n_4</anki-mathjax>，总结点<anki-mathjax>n=23+n_4</anki-mathjax>，总度<anki-mathjax>16+4n_4</anki-mathjax>，由<strong>n=总度数+1</strong>得<anki-mathjax>23+n_4=17+4n_4 \to n_4=2, n=25</anki-mathjax>	131
03. 已知一棵度为m的树中，有<anki-mathjax>n_1</anki-mathjax>个度为1的结点，有<anki-mathjax>n_2</anki-mathjax>个度为2的结点<anki-mathjax>\cdots\cdots</anki-mathjax>有<anki-mathjax>n_m</anki-mathjax>个度为m的结点，问该树有多少个叶结点？	设叶结点数<anki-mathjax>n_0</anki-mathjax>，由<strong>结点数=总度数+1</strong>得：<anki-mathjax>n_0 = 1 + \sum_{i=2}^m (i-1)n_i</anki-mathjax>	131